vehicle_id,timestamp,vehicle_type,vehicle_age_years,engine_size_l,vehicle_weight_kg,fuel_type,latitude,longitude,speed_kmph,acceleration_mps2,rpm,gear,throttle_position_pct,brake_pressure_pct,engine_load_pct,road_slope_pct,road_type,traffic_level,ambient_temperature_c,distance_travelled_km,idle_duration_sec,fuel_level_l,fuel_rate_lph,fuel_consumption_l_100km,behavior_label
V008,2026-08-22T11:21:07,Truck,7,6.7,9598.4,Diesel,19.13827,72.856148,95.0,1.18,2454.0,8,68.5,0.0,42.2,-3.38,Highway,Medium,29.7,1.711,0,100.89,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:08,Truck,7,6.7,9598.4,Diesel,19.138507,72.856338,95.0,1.14,2420.0,8,64.8,0.0,48.5,-3.76,Highway,Medium,27.3,1.738,0,100.89,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:09,Truck,7,6.7,9598.4,Diesel,19.138745,72.856528,95.0,1.54,2430.0,8,59.3,0.0,58.2,-4.18,Highway,Medium,28.2,1.764,0,100.88,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:10,Truck,7,6.7,9598.4,Diesel,19.138982,72.856718,95.0,0.86,2406.0,8,64.6,0.0,50.4,-4.09,Highway,Medium,26.0,1.79,0,100.87,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:11,Truck,7,6.7,9598.4,Diesel,19.13922,72.856908,95.0,1.39,2438.0,8,74.9,0.0,50.6,-4.15,Highway,Medium,25.4,1.817,0,100.86,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:12,Truck,7,6.7,9598.4,Diesel,19.139457,72.857098,95.0,0.9,2423.0,8,63.6,0.0,42.3,-3.39,Highway,Medium,26.9,1.843,0,100.86,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:13,Truck,7,6.7,9598.4,Diesel,19.139695,72.857288,95.0,1.06,2448.0,8,72.0,0.0,58.4,-3.69,Highway,Medium,28.3,1.87,0,100.85,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:14,Truck,7,6.7,9598.4,Diesel,19.139932,72.857478,95.0,1.04,2402.0,8,59.6,0.0,48.1,-3.72,Highway,Medium,27.1,1.896,0,100.84,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:15,Truck,7,6.7,9598.4,Diesel,19.14017,72.857668,95.0,1.59,2420.0,8,49.7,0.0,62.7,-3.13,Highway,Medium,27.0,1.922,0,100.84,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:16,Truck,7,6.7,9598.4,Diesel,19.140407,72.857858,95.0,0.87,2382.0,8,57.8,0.0,55.2,-3.66,Highway,Medium,27.5,1.949,0,100.83,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:17,Truck,7,6.7,9598.4,Diesel,19.140645,72.858048,95.0,1.32,2456.0,8,70.0,0.0,47.8,-4.49,Highway,Medium,28.3,1.975,0,100.82,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:18,Truck,7,6.7,9598.4,Diesel,19.140882,72.858238,95.0,0.96,2376.0,8,62.6,0.0,44.4,-4.38,Highway,Medium,28.8,2.002,0,100.82,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:19,Truck,7,6.7,9598.4,Diesel,19.14112,72.858428,95.0,1.32,2434.0,8,49.4,0.0,46.1,-2.65,Highway,Medium,26.9,2.028,0,100.81,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:20,Truck,7,6.7,9598.4,Diesel,19.141357,72.858618,95.0,0.86,2517.0,8,50.7,0.0,45.8,-3.39,Highway,Medium,26.5,2.054,0,100.8,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:21,Truck,7,6.7,9598.4,Diesel,19.141595,72.858808,95.0,0.96,2420.0,8,62.6,0.0,57.1,-2.39,Highway,Medium,28.9,2.081,0,100.8,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:22,Truck,7,6.7,9598.4,Diesel,19.141832,72.858998,95.0,1.8,2429.0,8,70.7,0.0,44.0,-4.06,Highway,Medium,29.6,2.107,0,100.79,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:23,Truck,7,6.7,9598.4,Diesel,19.14207,72.859188,95.0,1.66,2420.0,8,59.6,0.0,44.4,-3.83,Highway,Medium,27.4,2.134,0,100.78,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:24,Truck,7,6.7,9598.4,Diesel,19.142307,72.859378,95.0,0.77,2474.0,8,74.0,0.0,56.4,-2.93,Highway,Medium,28.3,2.16,0,100.77,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:25,Truck,7,6.7,9598.4,Diesel,19.142545,72.859568,95.0,1.41,2428.0,8,53.4,0.0,54.3,-2.97,Highway,Medium,26.6,2.186,0,100.77,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:26,Truck,7,6.7,9598.4,Diesel,19.142782,72.859758,95.0,1.04,2399.0,8,50.4,0.0,52.5,-3.98,Highway,Medium,29.0,2.213,0,100.76,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:27,Truck,7,6.7,9598.4,Diesel,19.14302,72.859948,95.0,0.87,2434.0,8,68.5,0.0,56.2,-2.5,Highway,Medium,27.2,2.239,0,100.75,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:28,Truck,7,6.7,9598.4,Diesel,19.143257,72.860138,95.0,1.37,2415.0,8,63.2,0.0,56.1,-3.58,Highway,Medium,26.9,2.265,0,100.75,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:29,Truck,7,6.7,9598.4,Diesel,19.143495,72.860328,95.0,1.49,2401.0,8,58.8,0.0,48.6,-2.53,Highway,Medium,26.9,2.292,0,100.74,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:30,Truck,7,6.7,9598.4,Diesel,19.143732,72.860518,95.0,0.69,2484.0,8,63.6,0.0,45.5,-3.68,Highway,Medium,29.4,2.318,0,100.73,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:31,Truck,7,6.7,9598.4,Diesel,19.14397,72.860708,95.0,0.84,2398.0,8,55.4,0.0,44.5,-3.25,Highway,Medium,28.7,2.345,0,100.73,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:32,Truck,7,6.7,9598.4,Diesel,19.144207,72.860898,95.0,1.39,2468.0,8,61.6,0.0,51.9,-2.54,Highway,Medium,27.6,2.371,0,100.72,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:33,Truck,7,6.7,9598.4,Diesel,19.144445,72.861088,95.0,1.74,2411.0,8,49.6,0.0,48.2,-3.4,Highway,Medium,28.2,2.397,0,100.71,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:34,Truck,7,6.7,9598.4,Diesel,19.144682,72.861278,95.0,0.79,2427.0,8,64.9,0.0,64.8,-2.95,Highway,Medium,27.5,2.424,0,100.71,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:35,Truck,7,6.7,9598.4,Diesel,19.14492,72.861468,95.0,1.61,2410.0,8,52.3,0.0,48.8,-3.42,Highway,Medium,25.0,2.45,0,100.7,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:36,Truck,7,6.7,9598.4,Diesel,19.145157,72.861658,95.0,1.56,2466.0,8,62.3,0.0,55.5,-2.98,Highway,Medium,28.2,2.477,0,100.69,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:37,Truck,7,6.7,9598.4,Diesel,19.145395,72.861848,95.0,1.65,2418.0,8,74.9,0.0,41.6,-2.53,Highway,Medium,25.6,2.503,0,100.68,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:38,Truck,7,6.7,9598.4,Diesel,19.145632,72.862038,95.0,0.87,2405.0,8,53.7,0.0,56.2,-3.77,Highway,Medium,30.4,2.529,0,100.68,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:39,Truck,7,6.7,9598.4,Diesel,19.14587,72.862228,95.0,0.88,2395.0,8,58.5,0.0,56.7,-3.32,Highway,Medium,26.7,2.556,0,100.67,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:40,Truck,7,6.7,9598.4,Diesel,19.146107,72.862418,95.0,0.99,2445.0,8,71.7,0.0,63.8,-2.45,Highway,Medium,29.7,2.582,0,100.66,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:41,Truck,7,6.7,9598.4,Diesel,19.146345,72.862608,95.0,0.89,2432.0,8,48.9,0.0,51.2,-3.24,Highway,Medium,25.2,2.609,0,100.66,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:42,Truck,7,6.7,9598.4,Diesel,19.146582,72.862798,95.0,1.52,2447.0,8,65.5,0.0,44.6,-4.35,Highway,Medium,27.1,2.635,0,100.65,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:43,Truck,7,6.7,9598.4,Diesel,19.14682,72.862988,95.0,0.68,2454.0,8,67.9,0.0,64.3,-3.1,Highway,Medium,27.1,2.661,0,100.64,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:44,Truck,7,6.7,9598.4,Diesel,19.147057,72.863178,95.0,1.34,2461.0,8,45.6,0.0,48.3,-3.79,Highway,Medium,25.9,2.688,0,100.64,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:45,Truck,7,6.7,9598.4,Diesel,19.147295,72.863368,95.0,1.7,2422.0,8,74.5,0.0,53.7,-3.6,Highway,Medium,26.5,2.714,0,100.63,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:46,Truck,7,6.7,9598.4,Diesel,19.147532,72.863558,95.0,0.72,2424.0,8,48.7,0.0,56.4,-3.57,Highway,Medium,28.5,2.74,0,100.62,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:47,Truck,7,6.7,9598.4,Diesel,19.14777,72.863748,95.0,1.73,2475.0,8,64.3,0.0,50.6,-3.59,Highway,Medium,24.9,2.767,0,100.62,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:48,Truck,7,6.7,9598.4,Diesel,19.148007,72.863938,95.0,0.91,2486.0,8,62.8,0.0,63.1,-2.33,Highway,Medium,30.6,2.793,0,100.61,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:49,Truck,7,6.7,9598.4,Diesel,19.148245,72.864128,95.0,1.21,2391.0,8,73.9,0.0,62.7,-4.14,Highway,Medium,30.1,2.82,0,100.6,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:50,Truck,7,6.7,9598.4,Diesel,19.148482,72.864318,95.0,1.14,2443.0,8,55.0,0.0,48.9,-3.89,Highway,Medium,28.1,2.846,0,100.59,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:51,Truck,7,6.7,9598.4,Diesel,19.14872,72.864508,95.0,1.61,2414.0,8,67.4,0.0,42.4,-2.56,Highway,Medium,26.6,2.872,0,100.59,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:52,Truck,7,6.7,9598.4,Diesel,19.148957,72.864698,95.0,0.64,2385.0,8,55.2,0.0,60.9,-2.47,Highway,Medium,29.1,2.899,0,100.58,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:53,Truck,7,6.7,9598.4,Diesel,19.149195,72.864888,95.0,1.54,2460.0,8,70.1,0.0,40.6,-2.36,Highway,Medium,26.0,2.925,0,100.57,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:54,Truck,7,6.7,9598.4,Diesel,19.149432,72.865078,95.0,0.8,2446.0,8,50.5,0.0,56.7,-3.34,Highway,Medium,28.5,2.952,0,100.57,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:55,Truck,7,6.7,9598.4,Diesel,19.14967,72.865268,95.0,0.62,2404.0,8,56.2,0.0,53.8,-3.39,Highway,Medium,28.4,2.978,0,100.56,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:56,Truck,7,6.7,9598.4,Diesel,19.149907,72.865458,95.0,0.82,2466.0,8,74.2,0.0,41.8,-2.52,Highway,Medium,26.1,3.004,0,100.55,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:57,Truck,7,6.7,9598.4,Diesel,19.150145,72.865648,95.0,1.3,2471.0,8,55.8,0.0,63.5,-2.51,Highway,Medium,26.3,3.031,0,100.55,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:58,Truck,7,6.7,9598.4,Diesel,19.150382,72.865838,95.0,1.64,2396.0,8,46.7,0.0,64.6,-4.3,Highway,Medium,25.3,3.057,0,100.54,24.96,26.27,downhill_acceleration
V008,2026-08-22T11:21:59,Truck,7,6.7,9598.4,Diesel,19.15062,72.866028,95.0,1.67,2486.0,8,68.2,0.0,48.6,-3.86,Highway,Medium,30.2,3.084,0,100.53,24.96,26.27,downhill_acceleration
V008,2026-08-22T13:20:00,Truck,7,6.7,11847.7,Diesel,19.092476,72.838783,44.8,0.5,2839.0,2,72.7,0.0,91.6,0.0,Mountain,Medium,27.8,0.012,0,123.4,17.8,39.7,inefficient_gear
V008,2026-08-22T13:20:01,Truck,7,6.7,11847.7,Diesel,19.092589,72.838873,45.2,0.11,2455.0,2,72.8,0.0,84.4,0.16,Mountain,Medium,28.5,0.025,0,123.4,17.96,39.7,inefficient_gear
V008,2026-08-22T13:20:02,Truck,7,6.7,11847.7,Diesel,19.092705,72.838966,46.2,0.27,2888.0,2,71.2,0.0,78.3,0.31,Mountain,Medium,29.1,0.038,0,123.39,18.34,39.7,inefficient_gear
V008,2026-08-22T13:20:03,Truck,7,6.7,11847.7,Diesel,19.092822,72.83906,47.1,0.24,2500.0,2,56.0,0.0,90.9,0.47,Mountain,Medium,26.1,0.051,0,123.39,18.69,39.7,inefficient_gear
V008,2026-08-22T13:20:04,Truck,7,6.7,11847.7,Diesel,19.092942,72.839155,47.7,0.18,2473.0,2,65.4,0.0,83.3,0.63,Mountain,Medium,26.9,0.064,0,123.38,18.95,39.7,inefficient_gear
V008,2026-08-22T13:20:05,Truck,7,6.7,11847.7,Diesel,19.093063,72.839252,48.5,0.22,2559.0,2,75.5,0.0,79.7,0.78,Mountain,Medium,28.0,0.078,0,123.37,19.26,39.7,inefficient_gear
V008,2026-08-22T13:20:06,Truck,7,6.7,11847.7,Diesel,19.093186,72.83935,49.1,0.15,2547.0,2,68.3,0.0,77.2,0.94,Mountain,Medium,31.6,0.091,0,123.37,19.48,39.7,inefficient_gear
V008,2026-08-22T13:20:07,Truck,7,6.7,11847.7,Diesel,19.093313,72.839452,50.9,0.51,2594.0,2,75.7,0.0,84.4,1.09,Mountain,Medium,27.2,0.105,0,123.36,20.21,39.7,inefficient_gear
V008,2026-08-22T13:20:08,Truck,7,6.7,11847.7,Diesel,19.093442,72.839555,51.6,0.18,2902.0,2,67.4,0.0,91.3,1.25,Mountain,Medium,28.7,0.12,0,123.36,20.47,39.7,inefficient_gear
V008,2026-08-22T13:20:09,Truck,7,6.7,11847.7,Diesel,19.093577,72.839663,54.0,0.68,2915.0,2,62.9,0.0,79.7,1.4,Mountain,Medium,27.2,0.135,0,123.35,21.44,39.7,inefficient_gear
V008,2026-08-22T13:20:10,Truck,7,6.7,11847.7,Diesel,19.093711,72.839771,53.9,-0.02,2739.0,2,66.0,0.0,81.0,1.55,Mountain,Medium,29.1,0.15,0,123.35,21.41,39.7,inefficient_gear
V008,2026-08-22T13:20:11,Truck,7,6.7,11847.7,Diesel,19.093843,72.839876,52.7,-0.35,2691.0,2,69.1,0.0,89.0,1.7,Mountain,Medium,28.0,0.164,0,123.34,20.9,39.7,inefficient_gear
V008,2026-08-22T13:20:12,Truck,7,6.7,11847.7,Diesel,19.093973,72.839981,52.1,-0.16,2706.0,2,68.7,0.0,84.7,1.85,Mountain,Medium,26.0,0.179,0,123.33,20.68,39.7,inefficient_gear
V008,2026-08-22T13:20:13,Truck,7,6.7,11847.7,Diesel,19.094101,72.840083,51.2,-0.24,2685.0,2,60.0,0.0,83.4,2.0,Mountain,Medium,27.6,0.193,0,123.33,20.34,39.7,inefficient_gear
V008,2026-08-22T13:20:14,Truck,7,6.7,11847.7,Diesel,19.094229,72.840185,51.1,-0.03,2663.0,2,75.6,0.0,78.2,2.14,Mountain,Medium,29.2,0.207,0,123.32,20.29,39.7,inefficient_gear
V008,2026-08-22T13:20:15,Truck,7,6.7,11847.7,Diesel,19.094361,72.840291,52.7,0.43,2915.0,2,55.9,0.0,78.0,2.29,Mountain,Medium,28.8,0.222,0,123.32,20.91,39.7,inefficient_gear
V008,2026-08-22T13:20:16,Truck,7,6.7,11847.7,Diesel,19.09449,72.840394,51.6,-0.3,2895.0,2,72.3,0.0,76.6,2.43,Mountain,Medium,25.6,0.236,0,123.31,20.48,39.7,inefficient_gear
V008,2026-08-22T13:20:17,Truck,7,6.7,11847.7,Diesel,19.09462,72.840498,52.0,0.11,2898.0,2,72.6,0.0,87.2,2.57,Mountain,Medium,25.5,0.251,0,123.31,20.63,39.7,inefficient_gear
V008,2026-08-22T13:20:18,Truck,7,6.7,11847.7,Diesel,19.094748,72.8406,51.3,-0.2,2646.0,2,77.9,0.0,83.9,2.71,Mountain,Medium,30.2,0.265,0,123.3,20.35,39.7,inefficient_gear
V008,2026-08-22T13:20:19,Truck,7,6.7,11847.7,Diesel,19.094877,72.840704,51.8,0.14,2738.0,2,55.5,0.0,81.6,2.84,Mountain,Medium,29.5,0.279,0,123.29,20.55,39.7,inefficient_gear
V008,2026-08-22T13:20:20,Truck,7,6.7,11847.7,Diesel,19.095006,72.840806,51.4,-0.1,2668.0,2,56.6,0.0,85.8,2.97,Mountain,Medium,28.2,0.294,0,123.29,20.41,39.7,inefficient_gear
V008,2026-08-22T13:20:21,Truck,7,6.7,11847.7,Diesel,19.095136,72.840911,52.0,0.18,2908.0,2,69.9,0.0,91.2,3.11,Mountain,Medium,27.0,0.308,0,123.28,20.66,39.7,inefficient_gear
V008,2026-08-22T13:20:22,Truck,7,6.7,11847.7,Diesel,19.095268,72.841016,52.7,0.18,2873.0,2,59.5,0.0,83.2,3.23,Mountain,Medium,29.5,0.323,0,123.28,20.92,39.7,inefficient_gear
V008,2026-08-22T13:20:23,Truck,7,6.7,11847.7,Diesel,19.095397,72.841119,51.6,-0.3,2692.0,2,57.8,0.0,81.6,3.36,Mountain,Medium,29.5,0.337,0,123.27,20.49,39.7,inefficient_gear
V008,2026-08-22T13:20:24,Truck,7,6.7,11847.7,Diesel,19.095526,72.841223,51.7,0.03,2661.0,2,56.5,0.0,87.9,3.48,Mountain,Medium,29.5,0.351,0,123.27,20.53,39.7,inefficient_gear
V008,2026-08-22T13:20:25,Truck,7,6.7,11847.7,Diesel,19.095655,72.841326,51.6,-0.03,2859.0,2,73.4,0.0,83.0,3.6,Mountain,Medium,29.5,0.366,0,123.26,20.49,39.7,inefficient_gear
V008,2026-08-22T13:20:26,Truck,7,6.7,11847.7,Diesel,19.095786,72.841431,52.4,0.22,2716.0,2,66.1,0.0,91.1,3.72,Mountain,Medium,28.2,0.38,0,123.25,20.81,39.7,inefficient_gear
V008,2026-08-22T13:20:27,Truck,7,6.7,11847.7,Diesel,19.095918,72.841536,52.8,0.11,2728.0,2,72.5,0.0,80.5,3.83,Mountain,Medium,23.5,0.395,0,123.25,20.96,39.7,inefficient_gear
V008,2026-08-22T13:20:28,Truck,7,6.7,11847.7,Diesel,19.09605,72.841642,52.8,0.0,2699.0,2,59.6,0.0,82.5,3.95,Mountain,Medium,26.6,0.41,0,123.24,20.97,39.7,inefficient_gear
V008,2026-08-22T13:20:29,Truck,7,6.7,11847.7,Diesel,19.096183,72.841748,53.2,0.12,2875.0,2,76.7,0.0,89.9,4.05,Mountain,Medium,29.3,0.424,0,123.24,21.13,39.7,inefficient_gear
V008,2026-08-22T13:20:30,Truck,7,6.7,11847.7,Diesel,19.096317,72.841855,53.4,0.04,2696.0,2,66.1,0.0,84.9,4.16,Mountain,Medium,27.4,0.439,0,123.23,21.19,39.7,inefficient_gear
V008,2026-08-22T13:20:31,Truck,7,6.7,11847.7,Diesel,19.09645,72.841962,53.2,-0.04,2711.0,2,71.7,0.0,79.3,4.26,Mountain,Medium,31.8,0.454,0,123.23,21.14,39.7,inefficient_gear
V008,2026-08-22T13:20:32,Truck,7,6.7,11847.7,Diesel,19.096585,72.84207,54.3,0.29,2886.0,2,62.8,0.0,85.1,4.36,Mountain,Medium,31.1,0.469,0,123.22,21.55,39.7,inefficient_gear
V008,2026-08-22T13:20:33,Truck,7,6.7,11847.7,Diesel,19.096725,72.842182,56.1,0.5,2928.0,2,74.3,0.0,78.1,4.45,Mountain,Medium,26.8,0.485,0,123.21,22.26,39.7,inefficient_gear
V008,2026-08-22T13:20:34,Truck,7,6.7,11847.7,Diesel,19.096867,72.842296,56.7,0.17,2885.0,2,70.2,0.0,79.5,4.54,Mountain,Medium,27.0,0.5,0,123.21,22.51,39.7,inefficient_gear
V008,2026-08-22T13:20:35,Truck,7,6.7,11847.7,Diesel,19.097013,72.842412,58.3,0.45,2970.0,2,73.4,0.0,92.0,4.63,Mountain,Medium,26.4,0.517,0,123.2,23.16,39.7,inefficient_gear
V008,2026-08-22T13:20:36,Truck,7,6.7,11847.7,Diesel,19.097157,72.842527,57.5,-0.24,2890.0,2,62.8,0.0,85.9,4.71,Mountain,Medium,28.1,0.533,0,123.19,22.82,39.7,inefficient_gear
V008,2026-08-22T13:20:37,Truck,7,6.7,11847.7,Diesel,19.097303,72.842644,58.3,0.24,2992.0,2,63.4,0.0,78.1,4.79,Mountain,Medium,30.1,0.549,0,123.19,23.16,39.7,inefficient_gear
V008,2026-08-22T13:20:38,Truck,7,6.7,11847.7,Diesel,19.097449,72.842761,58.7,0.11,3022.0,2,75.5,0.0,87.6,4.87,Mountain,Medium,28.3,0.565,0,123.18,23.32,39.7,inefficient_gear
V008,2026-08-22T13:20:39,Truck,7,6.7,11847.7,Diesel,19.097597,72.842879,59.0,0.09,3027.0,2,73.9,0.0,86.4,4.94,Mountain,Medium,29.9,0.581,0,123.17,23.44,39.7,inefficient_gear
V008,2026-08-22T13:20:40,Truck,7,6.7,11847.7,Diesel,19.097744,72.842997,58.8,-0.06,2915.0,2,67.0,0.0,77.0,5.0,Mountain,Medium,27.3,0.598,0,123.17,23.35,39.7,inefficient_gear
V008,2026-08-22T13:20:41,Truck,7,6.7,11847.7,Diesel,19.097892,72.843115,59.1,0.09,2915.0,2,58.9,0.0,76.9,5.07,Mountain,Medium,27.1,0.614,0,123.16,23.48,39.7,inefficient_gear
V008,2026-08-22T13:20:42,Truck,7,6.7,11847.7,Diesel,19.098039,72.843233,58.9,-0.06,2924.0,2,60.6,0.0,78.8,5.13,Mountain,Medium,27.6,0.631,0,123.16,23.4,39.7,inefficient_gear
V008,2026-08-22T13:20:43,Truck,7,6.7,11847.7,Diesel,19.098187,72.843352,59.1,0.06,3039.0,2,59.9,0.0,90.7,5.18,Mountain,Medium,30.9,0.647,0,123.15,23.48,39.7,inefficient_gear
V008,2026-08-22T13:20:44,Truck,7,6.7,11847.7,Diesel,19.098334,72.843469,58.7,-0.12,2908.0,2,72.5,0.0,87.5,5.23,Mountain,Medium,26.0,0.663,0,123.14,23.31,39.7,inefficient_gear
V008,2026-08-22T13:20:45,Truck,7,6.7,11847.7,Diesel,19.09848,72.843586,58.6,-0.02,2962.0,2,59.3,0.0,87.9,5.28,Mountain,Medium,25.5,0.68,0,123.14,23.28,39.7,inefficient_gear
V008,2026-08-22T13:20:46,Truck,7,6.7,11847.7,Diesel,19.098626,72.843703,58.3,-0.09,2928.0,2,75.4,0.0,82.6,5.32,Mountain,Medium,26.8,0.696,0,123.13,23.15,39.7,inefficient_gear
V008,2026-08-22T13:20:47,Truck,7,6.7,11847.7,Diesel,19.098772,72.843819,58.3,0.0,2992.0,2,62.7,0.0,88.2,5.36,Mountain,Medium,30.0,0.712,0,123.12,23.15,39.7,inefficient_gear
V008,2026-08-22T13:20:48,Truck,7,6.7,11847.7,Diesel,19.09892,72.843938,59.2,0.24,2944.0,2,67.0,0.0,90.6,5.39,Mountain,Medium,28.2,0.728,0,123.12,23.5,39.7,inefficient_gear
V008,2026-08-22T13:20:49,Truck,7,6.7,11847.7,Diesel,19.09907,72.844058,59.9,0.21,2879.0,2,76.1,0.0,82.3,5.42,Mountain,Medium,25.7,0.745,0,123.11,23.8,39.7,inefficient_gear
V008,2026-08-22T13:20:50,Truck,7,6.7,11847.7,Diesel,19.099219,72.844177,59.6,-0.09,3041.0,2,56.3,0.0,77.6,5.44,Mountain,Medium,26.4,0.762,0,123.1,23.67,39.7,inefficient_gear
V008,2026-08-22T13:20:51,Truck,7,6.7,11847.7,Diesel,19.099368,72.844296,59.7,0.01,3027.0,2,72.6,0.0,79.5,5.46,Mountain,Medium,30.4,0.778,0,123.1,23.69,39.7,inefficient_gear
V008,2026-08-22T13:20:52,Truck,7,6.7,11847.7,Diesel,19.099519,72.844417,60.5,0.24,3115.0,2,80.0,0.0,78.0,5.48,Mountain,Medium,29.0,0.795,0,123.09,24.03,39.7,inefficient_gear
V008,2026-08-22T13:20:53,Truck,7,6.7,11847.7,Diesel,19.099675,72.844542,62.2,0.47,2918.0,2,78.2,0.0,79.9,5.49,Mountain,Medium,28.5,0.812,0,123.08,24.7,39.7,inefficient_gear
V008,2026-08-22T13:20:54,Truck,7,6.7,11847.7,Diesel,19.099829,72.844665,61.9,-0.1,2942.0,2,64.5,0.0,76.4,5.5,Mountain,Medium,26.0,0.83,0,123.08,24.56,39.7,inefficient_gear
V008,2026-08-22T13:20:55,Truck,7,6.7,11847.7,Diesel,19.099982,72.844788,61.1,-0.2,3066.0,2,62.2,0.0,80.9,5.5,Mountain,Medium,26.8,0.846,0,123.07,24.27,39.7,inefficient_gear
V008,2026-08-22T13:20:56,Truck,7,6.7,11847.7,Diesel,19.100138,72.844912,62.3,0.33,2873.0,2,70.9,0.0,76.9,5.5,Mountain,Medium,30.3,0.864,0,123.06,24.75,39.7,inefficient_gear
V008,2026-08-22T13:20:57,Truck,7,6.7,11847.7,Diesel,19.100296,72.845039,63.2,0.24,2866.0,2,57.9,0.0,83.3,5.49,Mountain,Medium,27.6,0.881,0,123.06,25.09,39.7,inefficient_gear
V008,2026-08-22T13:20:58,Truck,7,6.7,11847.7,Diesel,19.100454,72.845165,63.0,-0.05,2932.0,2,64.0,0.0,77.6,5.48,Mountain,Medium,29.7,0.899,0,123.05,25.02,39.7,inefficient_gear
V008,2026-08-22T13:20:59,Truck,7,6.7,11847.7,Diesel,19.100613,72.845293,63.9,0.23,2875.0,2,75.4,0.0,79.9,5.46,Mountain,Medium,28.2,0.917,0,123.04,25.35,39.7,inefficient_gear
V008,2026-08-22T13:21:00,Truck,7,6.7,11847.7,Diesel,19.100774,72.845421,64.1,0.06,3200.0,2,66.3,0.0,89.0,5.44,Mountain,Medium,27.6,0.934,0,123.03,25.44,39.7,inefficient_gear
V008,2026-08-22T13:21:01,Truck,7,6.7,11847.7,Diesel,19.100936,72.845551,65.2,0.31,3200.0,2,56.3,0.0,85.1,5.42,Mountain,Medium,28.3,0.953,0,123.03,25.88,39.7,inefficient_gear
V008,2026-08-22T13:21:02,Truck,7,6.7,11847.7,Diesel,19.1011,72.845682,65.4,0.07,3200.0,2,65.4,0.0,82.6,5.39,Mountain,Medium,27.1,0.971,0,123.02,25.98,39.7,inefficient_gear
V008,2026-08-22T13:21:03,Truck,7,6.7,11847.7,Diesel,19.101265,72.845814,66.0,0.16,3200.0,2,61.2,0.0,78.3,5.36,Mountain,Medium,29.1,0.989,0,123.01,26.21,39.7,inefficient_gear
V008,2026-08-22T13:21:04,Truck,7,6.7,11847.7,Diesel,19.101431,72.845947,66.4,0.11,2940.0,2,66.3,0.0,79.8,5.32,Mountain,Medium,26.0,1.007,0,123.01,26.37,39.7,inefficient_gear
